Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
22.4,72.1,High,Medium,Yes,10.0,55.2,Medium,No,0,55.0
13.4,99.3,Medium,High,No,8.3,94.8,Low,Yes,1,61.6
27.6,71.0,Low,Medium,Yes,6.6,91.9,Medium,Yes,1,68.3
17.7,68.1,High,High,Yes,7.3,92.0,High,Yes,2,72.0
21.7,77.7,Medium,Medium,Yes,8.0,70.6,Medium,Yes,0,59.5
22.2,62.3,Medium,Medium,No,7.0,57.1,High,Yes,1,54.8
18.9,99.1,Medium,High,Yes,7.4,55.4,Low,Yes,2,52.6
24.0,83.5,Medium,High,No,6.1,80.3,High,Yes,1,72.0
17.7,82.3,Medium,Medium,No,5.0,91.4,Low,Yes,3,65.2
25.7,86.2,Medium,Medium,Yes,7.3,95.0,Low,Yes,0,69.3
12.4,79.9,High,Low,No,7.4,64.4,Medium,No,2,55.7
21.3,61.3,Medium,Medium,Yes,7.9,66.1,Low,Yes,2,46.7
32.1,84.5,High,Medium,Yes,6.5,55.0,Medium,Yes,1,61.2
14.5,88.6,Low,Low,Yes,5.5,88.7,High,Yes,2,66.5
16.4,76.7,High,Medium,Yes,5.9,63.8,High,No,1,59.0
23.6,90.3,Medium,Medium,Yes,8.6,74.0,Medium,Yes,1,70.4
21.6,69.1,Medium,High,Yes,6.3,96.4,Medium,Yes,3,78.8
22.6,68.9,Medium,Medium,Yes,6.6,87.6,High,Yes,1,70.2
23.4,66.5,Medium,Medium,No,6.8,52.6,Medium,Yes,1,47.5
24.3,74.9,Low,High,Yes,6.4,50.4,High,Yes,2,56.0
27.2,93.9,High,Low,No,6.3,89.4,High,Yes,2,77.7
23.0,93.1,Low,Medium,Yes,6.1,77.6,Low,Yes,0,55.3
19.1,75.3,Low,Medium,No,9.0,86.0,Low,No,0,57.0
24.5,83.6,Medium,Low,Yes,8.1,57.8,Medium,Yes,1,51.1
31.9,88.8,High,High,Yes,8.8,93.6,High,Yes,4,80.6
19.7,69.6,Low,Low,Yes,9.1,88.7,High,Yes,2,66.2
14.7,66.7,High,Low,Yes,4.1,94.5,Medium,No,3,65.6
27.1,98.9,High,Low,Yes,7.6,67.1,Low,Yes,0,60.3
19.8,84.7,Medium,High,No,6.4,63.8,Low,Yes,0,53.8
7.5,99.3,Medium,Medium,No,8.7,57.6,High,Yes,0,49.0
25.6,73.5,High,Medium,No,6.2,96.5,Medium,Yes,1,68.1
17.3,88.1,Medium,Medium,Yes,5.8,58.8,Medium,Yes,4,61.0
20.0,68.9,Medium,Medium,Yes,5.3,56.0,High,Yes,0,49.1
22.5,70.4,High,Medium,No,6.8,59.6,High,Yes,0,52.3
21.6,80.5,High,Medium,Yes,8.4,88.6,Medium,Yes,0,66.1
24.8,72.8,High,Low,No,7.5,94.5,Medium,Yes,2,64.3
17.9,66.7,Medium,Medium,Yes,5.6,90.5,Medium,Yes,5,68.1
23.6,70.5,Medium,Low,No,10.0,78.2,Medium,Yes,1,56.9
18.9,61.4,Medium,Low,No,8.0,99.7,Medium,Yes,0,58.8
24.9,88.2,Medium,High,No,8.2,53.4,Low,Yes,0,51.9
24.2,79.7,Medium,Medium,Yes,8.9,93.4,High,Yes,3,78.3
14.9,63.8,Medium,Medium,Yes,5.1,71.4,High,Yes,1,55.5
27.0,66.9,Medium,Medium,No,6.0,72.8,High,Yes,2,65.9
17.3,64.1,High,Medium,No,8.3,56.4,Medium,Yes,1,50.3
25.3,84.5,High,Medium,Yes,6.1,51.7,Medium,Yes,4,61.3
22.7,63.8,High,High,Yes,6.8,65.8,Low,Yes,1,52.5
31.5,90.2,Low,Medium,No,7.1,58.7,Medium,Yes,3,67.1
19.2,60.8,Low,High,Yes,5.5,74.2,Medium,Yes,0,54.7
18.4,70.0,High,High,No,6.7,57.4,Medium,Yes,3,56.3
20.4,95.6,Medium,Medium,No,8.4,56.9,Low,Yes,0,55.3
18.7,88.7,Medium,High,No,8.1,93.8,Medium,Yes,1,72.1
25.3,62.9,Low,Medium,Yes,8.6,96.1,Medium,Yes,1,62.7
10.8,92.8,Medium,Medium,Yes,8.5,98.2,Low,Yes,2,62.3
14.2,79.7,Medium,Low,Yes,7.7,84.0,Low,Yes,1,57.2
14.1,93.9,High,Medium,No,7.6,88.6,Medium,Yes,2,57.1
26.2,84.0,High,High,Yes,7.5,91.8,Medium,Yes,2,75.5
30.8,87.3,Medium,High,Yes,6.4,82.9,Medium,Yes,1,73.7
19.9,99.7,Medium,High,Yes,5.9,66.5,Medium,Yes,1,72.9
19.5,69.3,High,Low,Yes,6.3,57.8,Low,Yes,3,49.9
20.9,85.0,Medium,Medium,No,6.8,61.9,Low,Yes,0,50.9
27.5,78.4,Medium,Medium,No,6.3,92.0,Low,Yes,0,70.6
14.9,61.6,High,Medium,No,7.7,84.8,Low,Yes,0,50.8
21.9,60.6,High,Medium,Yes,7.5,72.8,High,Yes,2,60.5
26.4,64.8,High,Medium,No,7.6,51.5,Low,Yes,2,49.8
23.5,86.0,Medium,Medium,Yes,7.7,63.3,Low,No,4,62.0
21.6,82.7,Medium,Medium,No,8.8,86.4,Low,Yes,2,60.4
26.5,82.1,High,Medium,Yes,7.2,75.6,Medium,Yes,1,67.4
4.3,61.3,Low,Low,Yes,8.5,71.8,Medium,Yes,0,39.5
24.6,78.8,High,High,Yes,7.9,65.7,Low,Yes,1,65.5
16.6,97.0,Low,Low,Yes,8.7,80.3,Low,No,1,51.9
9.5,75.9,High,Low,No,9.3,98.3,High,Yes,4,64.2
23.6,85.0,Medium,High,Yes,7.9,95.1,High,Yes,1,67.6
28.7,91.2,Low,High,Yes,7.3,51.5,Medium,Yes,1,71.4
19.7,91.4,Medium,High,No,7.3,74.0,Low,Yes,1,55.3
26.2,80.8,Medium,Low,Yes,6.6,66.5,Medium,Yes,1,61.0
30.2,94.3,Medium,Medium,Yes,6.5,75.5,Medium,Yes,1,71.6
28.4,75.7,Medium,High,Yes,8.4,80.3,Medium,Yes,1,64.2
30.3,95.5,High,High,No,5.9,60.0,Medium,Yes,1,67.9
25.0,69.6,Medium,Medium,Yes,9.3,89.1,Medium,Yes,3,64.8
21.0,71.2,Medium,Medium,No,7.0,73.8,Medium,Yes,1,54.6
10.9,62.1,Low,Low,Yes,10.0,99.6,Medium,Yes,1,52.1
19.0,91.8,High,Low,Yes,6.3,51.3,Medium,Yes,1,52.5
15.4,76.7,Low,Medium,Yes,7.5,59.5,Medium,Yes,0,40.5
33.5,69.2,Medium,Low,No,6.7,84.5,Medium,Yes,2,70.3
19.4,69.3,High,High,Yes,6.2,84.8,Medium,Yes,1,62.4
21.2,96.1,Medium,Low,No,8.6,79.1,Medium,Yes,2,71.6
23.8,93.4,Medium,High,Yes,5.8,98.6,Medium,Yes,2,77.5
20.8,82.1,Medium,Low,Yes,6.3,70.8,High,Yes,2,64.6
30.7,84.6,High,Medium,No,8.0,70.9,Medium,Yes,1,67.2
16.8,79.0,Medium,Low,No,8.2,95.5,Medium,Yes,1,63.2
21.7,75.7,High,High,Yes,5.4,76.9,Medium,Yes,0,65.4
16.0,96.6,High,Medium,No,8.0,67.7,Medium,Yes,0,57.5
12.6,65.0,Medium,Low,No,7.4,85.9,High,No,1,61.0
16.8,76.7,High,High,Yes,6.0,81.0,Medium,Yes,2,59.1
20.3,73.8,Medium,Medium,Yes,6.2,65.3,Medium,Yes,3,59.7
17.9,79.9,Medium,High,Yes,4.6,64.9,Medium,Yes,1,59.4
16.3,78.3,Medium,High,Yes,9.4,69.8,Low,Yes,1,49.5
12.1,80.8,High,High,No,8.5,53.6,Medium,Yes,0,46.6
20.0,65.6,Medium,Low,Yes,5.5,97.1,Low,Yes,0,52.0
11.5,80.5,Medium,Low,Yes,8.2,59.2,Medium,Yes,2,41.3
25.1,69.7,Medium,High,Yes,6.5,59.7,Medium,Yes,0,54.6
21.0,67.4,Medium,Medium,No,8.4,82.4,Medium,Yes,1,67.7
11.8,62.6,Low,Medium,No,6.6,86.2,Low,Yes,1,60.1
18.6,90.5,Medium,High,Yes,6.7,86.8,Medium,Yes,1,66.3
16.0,77.1,Medium,Medium,Yes,6.8,68.8,Low,Yes,3,50.2
22.4,85.1,Medium,High,Yes,6.3,93.7,Medium,Yes,4,79.6
28.5,89.1,Medium,High,No,9.0,77.2,Medium,Yes,1,61.3
9.2,87.2,Medium,High,Yes,8.4,71.9,High,No,2,58.1
21.2,78.8,High,Medium,No,7.3,90.5,Low,Yes,2,61.7
19.5,75.5,High,Medium,Yes,8.5,62.2,Low,Yes,0,48.3
24.5,75.0,Medium,Medium,Yes,5.1,93.0,High,Yes,1,76.9
21.8,85.6,Low,Medium,No,5.6,76.9,Low,Yes,2,50.6
16.0,79.8,High,Low,No,7.8,95.0,Medium,Yes,2,65.8
18.6,94.0,Medium,Medium,Yes,8.2,60.1,Medium,Yes,2,58.4
15.7,95.0,Medium,Medium,No,7.6,96.8,Medium,Yes,0,66.9
27.0,66.8,Low,Medium,Yes,4.8,84.4,Medium,Yes,1,66.0
20.6,65.4,Low,High,Yes,5.8,80.9,Low,Yes,1,60.4
31.9,85.2,Low,Medium,No,7.7,71.1,High,Yes,2,71.3
20.1,72.0,Low,Medium,No,10.0,97.8,Medium,Yes,3,61.9
16.2,60.7,High,Medium,No,8.8,72.2,Low,Yes,1,45.7
11.4,95.5,Medium,High,Yes,9.3,74.9,Medium,Yes,3,68.8
9.7,69.1,Medium,Medium,No,7.6,89.1,Low,Yes,1,49.1
11.0,97.2,High,Medium,Yes,7.6,64.2,Medium,Yes,1,53.5
22.1,88.7,High,Low,Yes,5.9,64.6,Medium,No,2,55.0
23.6,90.5,High,Medium,No,8.4,88.8,Low,Yes,0,67.2
11.0,68.1,High,High,Yes,7.1,56.4,Low,Yes,1,42.5
25.9,69.4,Medium,High,No,8.1,91.1,Low,Yes,0,67.5
17.6,80.9,High,Medium,Yes,7.2,81.3,Low,Yes,2,60.8
21.4,66.9,High,High,Yes,7.6,77.0,Medium,Yes,1,59.0
30.2,72.2,Low,High,No,7.1,61.5,High,Yes,2,56.2
25.9,72.9,Medium,High,No,7.5,89.3,Low,Yes,6,70.4
18.9,66.4,Medium,Medium,Yes,8.5,90.2,Low,Yes,2,55.9
15.2,68.2,High,Medium,Yes,5.6,74.1,Medium,Yes,1,49.0
7.6,91.5,Medium,Medium,No,5.3,69.5,Medium,Yes,3,57.2
16.2,66.7,Medium,Low,Yes,7.8,62.3,Medium,Yes,0,54.1
19.2,61.1,Low,Medium,Yes,9.1,87.7,High,Yes,0,52.0
14.6,85.2,Medium,High,No,9.4,82.0,Medium,Yes,2,57.6
19.7,99.0,Low,High,Yes,5.6,60.3,Low,No,2,58.7
21.0,73.2,Medium,High,No,6.7,89.7,Low,Yes,2,64.1
19.2,64.7,High,Low,No,5.3,94.1,Low,Yes,2,61.9
16.6,82.8,Medium,Medium,No,6.5,53.0,Medium,Yes,1,49.0
21.5,96.3,Medium,Low,Yes,8.7,88.6,Medium,Yes,0,70.9
23.2,91.4,Medium,Medium,No,7.2,92.6,Low,Yes,1,70.0
14.0,84.9,Low,High,Yes,6.7,99.6,High,No,3,78.2
29.0,72.6,Medium,Medium,Yes,7.9,61.9,High,Yes,2,66.8
19.9,81.7,Low,High,Yes,6.2,68.6,High,Yes,2,58.9
20.6,63.6,Medium,Low,Yes,9.3,98.3,Low,Yes,1,63.2
24.7,87.2,Low,Medium,Yes,7.2,54.7,Low,Yes,2,56.7
21.9,89.0,Low,Medium,Yes,6.7,76.2,Low,Yes,3,61.6
26.2,98.6,Medium,Low,Yes,8.0,75.3,Medium,Yes,3,66.7
22.2,70.4,Medium,Medium,Yes,8.4,80.3,Medium,Yes,2,61.2
16.8,60.7,Low,Low,No,9.3,66.5,High,Yes,0,46.3
22.7,81.8,Medium,Medium,Yes,6.9,96.3,Low,Yes,1,61.5
13.6,88.3,High,High,No,8.6,63.5,Medium,Yes,2,64.8
21.2,91.6,High,High,Yes,7.3,82.5,Medium,Yes,1,71.9
20.3,67.7,Low,High,No,6.4,74.8,Low,Yes,2,57.7
19.3,70.5,Medium,High,Yes,6.2,63.3,Low,Yes,2,47.1
19.7,80.5,Medium,High,No,5.8,59.4,Medium,Yes,1,57.4
9.2,73.2,Low,Medium,Yes,6.2,97.8,Medium,No,1,59.3
17.2,94.4,High,Medium,No,8.7,78.1,High,Yes,1,64.3
21.1,79.0,High,Medium,Yes,8.1,80.2,High,Yes,3,77.0
21.5,92.0,High,High,No,5.6,89.1,High,Yes,1,81.0
14.3,83.2,High,Low,No,4.9,54.1,Medium,No,3,39.9
28.1,90.9,High,Low,Yes,5.8,85.7,Low,Yes,1,67.3
15.3,73.3,Medium,High,Yes,6.2,58.3,High,Yes,0,52.8
26.3,93.3,Medium,Low,No,6.8,87.0,High,Yes,3,76.2
23.1,71.0,High,High,Yes,8.7,57.1,Medium,Yes,1,52.2
16.6,81.8,Medium,High,Yes,6.5,91.6,Medium,Yes,0,65.0
31.2,68.6,Medium,Medium,No,9.4,84.1,Medium,Yes,0,61.7
13.3,79.0,Medium,Medium,Yes,5.0,69.3,High,Yes,0,58.7
26.0,72.7,High,High,No,6.7,67.9,Low,Yes,1,61.8
26.5,70.7,Low,Medium,Yes,8.2,57.4,Medium,Yes,1,61.1
16.5,98.7,Medium,High,Yes,8.3,95.2,High,Yes,0,69.6
28.9,66.4,High,High,Yes,6.8,55.9,Medium,Yes,2,59.1
19.0,91.5,Medium,Medium,No,8.5,73.6,Medium,Yes,2,70.3
22.2,99.4,High,Low,No,8.3,61.8,High,Yes,1,57.7
22.1,60.8,Medium,Medium,Yes,6.3,99.8,Low,Yes,2,61.3
19.7,88.0,Low,Medium,Yes,7.6,79.3,Low,No,2,62.3
25.4,70.1,High,Low,Yes,8.1,57.5,Medium,Yes,0,54.9
25.3,61.6,Medium,High,No,6.4,83.4,Low,Yes,1,58.7
10.0,76.1,Medium,Medium,Yes,9.4,99.6,Medium,Yes,2,71.8
28.3,97.4,Medium,High,Yes,6.1,80.3,Low,Yes,3,68.4
10.5,60.5,Medium,Medium,Yes,7.4,72.9,Medium,Yes,3,54.7
26.7,83.5,Medium,Medium,Yes,5.6,64.7,Medium,Yes,3,60.4
27.3,80.1,Medium,Medium,Yes,7.3,54.6,Medium,Yes,2,55.4
14.0,94.9,Medium,High,Yes,5.8,61.4,Medium,Yes,0,57.2
18.0,63.4,High,Medium,No,6.8,77.7,Low,No,0,50.7
13.9,87.3,Medium,Medium,No,5.1,87.7,Low,Yes,0,51.8
19.2,87.2,Medium,High,No,8.2,93.9,Low,Yes,0,62.3
18.7,86.8,Medium,Medium,Yes,7.7,89.7,Low,Yes,1,65.8
25.2,97.7,Medium,Low,Yes,8.6,56.3,Low,Yes,1,55.3
28.4,92.9,High,Medium,Yes,6.7,88.7,Medium,Yes,2,77.0
28.9,61.7,Low,High,No,8.7,79.1,Low,Yes,1,59.4
17.1,78.8,High,Low,Yes,7.3,73.5,Medium,Yes,4,55.2
19.2,75.9,Medium,Medium,No,7.3,78.6,Low,Yes,2,54.9
10.4,72.4,Medium,Medium,Yes,9.9,50.4,High,Yes,2,43.9
15.7,78.1,Low,High,No,6.6,53.4,Low,Yes,1,46.7
26.3,75.4,Medium,Medium,No,8.8,76.3,Medium,Yes,2,59.6
30.2,77.3,Medium,Medium,Yes,7.8,58.7,Medium,Yes,0,61.3
13.1,99.2,Medium,Medium,No,6.5,77.3,Medium,Yes,1,62.2
16.9,63.5,Medium,Medium,No,5.5,67.7,Medium,Yes,1,48.0
20.3,96.9,High,High,No,5.9,95.4,Medium,Yes,0,70.9
22.2,79.2,High,Medium,No,8.7,97.5,Medium,Yes,1,66.1
15.6,84.9,Medium,High,Yes,9.5,99.0,Medium,Yes,1,68.8
23.0,93.2,Medium,High,No,7.3,94.9,Low,Yes,4,72.1
17.7,74.4,Medium,High,No,7.4,99.3,Medium,Yes,4,81.8
20.4,77.2,High,Medium,Yes,8.2,85.3,High,Yes,4,64.4
23.8,76.4,Medium,High,Yes,7.3,98.0,Medium,Yes,1,67.2
20.5,75.0,Medium,Medium,Yes,8.6,82.1,Medium,Yes,1,60.7
17.9,97.0,Medium,High,Yes,7.6,90.5,Low,Yes,1,67.2
19.8,93.2,Medium,Medium,No,7.4,56.6,High,Yes,1,58.1
20.0,64.4,Medium,High,Yes,6.3,84.1,Low,Yes,4,67.2
18.3,64.3,Low,Medium,Yes,6.0,96.6,Low,Yes,0,61.3
18.9,77.1,High,High,Yes,4.0,77.0,Medium,Yes,0,55.9
30.1,63.9,Medium,High,Yes,8.8,59.3,Medium,Yes,1,62.3
23.9,84.8,Medium,High,Yes,7.0,76.3,High,Yes,1,70.8
18.7,65.7,Low,High,Yes,6.7,85.3,Low,Yes,3,67.5
24.7,80.9,Medium,Low,Yes,4.7,88.5,Medium,Yes,2,67.6
18.5,60.3,High,Medium,No,6.4,76.2,Low,Yes,0,55.0
27.5,72.7,High,High,Yes,6.2,60.9,Medium,Yes,1,48.0
22.7,87.1,Medium,Medium,Yes,6.2,96.3,Medium,Yes,2,70.6
19.9,79.4,Low,Medium,Yes,7.6,88.7,Medium,Yes,3,64.1
23.2,99.1,Medium,Medium,Yes,7.4,63.5,Medium,Yes,0,61.9
11.1,95.0,Medium,Low,Yes,5.4,90.6,Medium,Yes,1,58.4
13.7,74.4,Medium,Medium,Yes,5.5,67.4,Medium,Yes,0,54.0
13.3,61.8,High,Medium,Yes,5.5,65.6,Medium,Yes,1,51.2
21.4,93.8,Medium,Medium,Yes,9.6,93.2,Medium,Yes,1,68.0
30.9,96.4,Low,Low,Yes,9.1,93.7,Medium,Yes,3,78.8
33.9,92.8,High,Medium,No,6.1,69.9,High,Yes,0,69.0
24.3,65.1,Low,Medium,Yes,4.6,50.4,Medium,Yes,3,52.7
23.5,99.9,High,Medium,No,7.4,59.3,High,Yes,0,63.8
9.7,70.3,Medium,Medium,No,7.3,95.5,Low,Yes,3,58.3
17.2,89.0,High,High,No,7.6,94.9,Low,Yes,1,60.0
15.8,96.3,Low,Medium,Yes,8.2,72.7,Medium,Yes,1,61.7
16.8,69.4,Low,High,No,7.8,65.2,Low,Yes,2,56.3
19.5,96.3,Medium,High,Yes,5.7,65.1,Medium,Yes,1,53.7
17.7,72.4,Medium,Low,Yes,7.6,94.9,Low,Yes,1,59.4
8.6,99.1,Medium,Low,Yes,8.3,66.2,High,No,2,51.7
25.0,71.3,High,Medium,No,6.3,75.6,Medium,Yes,2,67.0
14.1,98.1,High,Medium,Yes,7.6,86.6,Medium,Yes,3,71.9
21.9,62.1,Medium,Medium,No,6.5,60.5,Medium,Yes,3,51.0
32.9,88.4,Low,Medium,Yes,9.8,62.7,Low,Yes,1,55.7
15.0,81.3,High,Medium,No,5.5,67.9,High,Yes,4,62.4
5.3,79.1,High,Low,No,8.7,82.7,Medium,Yes,0,45.6
18.8,68.9,Medium,High,No,5.0,90.9,Low,Yes,0,63.9
27.1,88.2,High,Medium,Yes,9.5,77.3,High,Yes,1,68.8
32.3,67.6,Low,High,No,5.7,56.6,Medium,Yes,0,64.0
13.1,82.1,Medium,Low,No,7.4,72.3,Medium,Yes,1,59.3
23.5,70.1,Low,Medium,Yes,5.1,56.4,High,Yes,2,62.9
17.7,98.2,High,Medium,Yes,5.4,54.4,High,Yes,4,62.6
19.9,61.1,Medium,High,No,8.4,79.5,High,Yes,3,61.7
36.4,68.0,Medium,Low,Yes,8.5,97.8,Medium,Yes,3,71.1
11.5,69.7,Low,Medium,No,7.5,91.9,Medium,Yes,0,60.0
22.0,76.6,Low,High,Yes,8.2,88.7,Low,Yes,2,68.7
23.3,69.3,Low,Medium,Yes,8.6,86.4,High,Yes,2,69.4
27.0,79.7,Medium,Medium,Yes,6.3,94.9,Medium,No,2,67.8
21.1,94.9,Medium,High,Yes,5.4,87.6,Medium,Yes,1,67.0
22.3,88.5,Medium,High,Yes,7.2,81.3,High,Yes,2,71.9
18.2,83.2,High,Medium,No,6.4,68.2,High,Yes,1,56.9
22.1,63.6,Medium,Medium,Yes,7.7,55.0,High,Yes,2,50.9
18.4,87.8,High,High,No,7.9,73.1,Medium,Yes,1,57.5
24.2,66.7,Low,High,No,6.3,96.2,Low,Yes,1,66.3
18.3,91.5,Medium,Medium,Yes,8.1,79.2,High,Yes,1,64.6
22.8,70.0,Medium,High,Yes,8.1,59.2,Medium,Yes,0,50.1
20.3,76.7,Low,Medium,Yes,8.1,82.5,High,Yes,0,63.6
27.3,74.0,Low,Medium,Yes,6.7,73.3,Medium,Yes,4,67.5
20.2,94.4,High,Low,Yes,8.2,96.6,High,Yes,2,75.1
9.9,65.1,High,Medium,Yes,7.9,58.0,Medium,Yes,6,47.3
28.1,82.6,Low,Medium,No,8.0,85.6,High,Yes,2,72.4
15.1,65.7,Medium,Medium,Yes,9.4,84.1,Low,Yes,1,54.4
16.6,88.2,High,Medium,Yes,7.6,99.2,High,Yes,2,73.8
16.9,96.2,Low,Medium,No,6.4,78.2,Low,Yes,3,56.8
28.7,77.4,Medium,Medium,No,5.8,93.6,Low,Yes,2,68.8
7.7,79.5,High,High,No,8.7,51.2,Medium,Yes,1,46.9
39.3,97.1,High,High,No,7.7,56.1,Medium,Yes,2,68.1
26.8,80.8,Medium,Medium,Yes,9.4,67.3,Medium,Yes,2,63.6
21.8,79.5,Low,High,No,4.6,81.0,Medium,Yes,1,64.9
20.2,83.1,Medium,Medium,No,8.4,72.5,Medium,Yes,0,55.9
22.2,87.6,High,Medium,Yes,6.9,60.1,High,Yes,4,68.9
23.6,64.3,High,High,Yes,6.7,79.5,Medium,Yes,2,62.6
24.4,92.8,Medium,Medium,Yes,6.2,78.3,Medium,Yes,1,65.2
23.8,77.4,High,Medium,Yes,8.4,76.2,Medium,Yes,2,61.3
21.0,62.9,High,Medium,Yes,8.0,54.5,High,Yes,1,57.4
19.3,91.4,Medium,Medium,No,5.7,96.4,High,No,0,77.0
19.6,75.1,High,Medium,Yes,7.4,79.6,Low,Yes,0,60.2
19.3,64.0,Medium,High,Yes,8.1,63.2,Low,Yes,0,52.1
27.3,85.4,Medium,Medium,Yes,7.4,84.4,Low,Yes,1,62.2
24.1,95.2,Medium,High,No,8.6,65.9,Medium,Yes,0,60.1
2.9,95.5,High,High,Yes,6.8,75.3,Medium,Yes,2,52.9
24.4,98.3,Medium,Medium,Yes,4.3,67.1,Medium,Yes,2,68.3
21.7,94.7,Medium,Medium,No,7.4,94.0,Medium,Yes,2,81.9
20.4,60.1,High,Medium,Yes,7.4,99.7,Medium,Yes,0,66.9
18.2,75.2,Medium,Medium,Yes,7.6,58.1,Low,Yes,2,55.9
27.2,92.7,High,Low,Yes,8.6,51.2,Medium,No,1,56.7
26.2,74.7,Low,High,No,4.7,61.0,Low,Yes,3,59.8
15.9,84.1,Medium,High,No,6.9,79.5,High,Yes,1,62.3
22.9,84.3,Medium,Medium,Yes,6.0,58.7,Medium,Yes,0,56.5
14.7,74.6,High,Medium,Yes,5.6,90.6,Medium,Yes,0,63.6
12.2,96.2,Low,Low,No,7.1,70.4,Medium,No,0,56.9
16.7,80.1,Medium,Medium,No,8.1,80.5,Medium,Yes,0,58.7
25.7,78.6,High,High,No,7.6,72.8,Medium,Yes,2,66.1
26.2,99.9,Medium,High,No,6.3,95.2,Low,Yes,2,75.5
23.6,79.7,High,Medium,Yes,7.0,51.8,Medium,Yes,2,51.6
24.9,67.1,High,Medium,No,8.4,86.5,Low,Yes,2,66.5
23.6,80.5,Medium,Medium,No,8.1,82.6,Medium,Yes,4,61.7
16.7,92.6,Low,Medium,No,6.5,82.5,Medium,Yes,4,60.9
23.1,91.1,Medium,Low,No,6.4,70.7,Medium,Yes,4,62.2
25.3,91.5,Medium,Medium,Yes,5.0,50.8,Medium,Yes,1,50.2
25.0,88.3,High,Medium,No,6.6,84.5,Low,Yes,1,69.3
27.6,70.2,High,Low,No,4.9,91.5,Low,Yes,1,61.9
24.7,94.5,Low,Low,No,9.9,54.3,Low,Yes,1,55.4
22.6,95.7,Medium,Medium,Yes,6.1,72.1,Low,Yes,1,65.3
26.9,67.8,Medium,Medium,No,8.6,58.1,Medium,Yes,0,53.2
20.3,65.2,Low,Medium,No,9.6,80.5,Medium,Yes,2,61.7
15.2,99.0,Medium,Medium,Yes,7.5,89.3,Medium,Yes,1,71.0
19.5,94.7,Medium,Medium,No,7.1,83.3,High,Yes,2,74.0
16.0,95.7,Medium,High,No,5.5,65.9,Medium,Yes,1,50.3
16.4,95.5,Medium,Low,Yes,6.5,57.0,Medium,Yes,1,49.6
19.6,81.7,Medium,Medium,Yes,9.3,89.7,Low,Yes,4,69.0
15.7,85.9,Low,High,Yes,7.7,66.2,Medium,Yes,2,58.9
18.7,81.8,High,Medium,Yes,7.2,51.1,Low,Yes,1,42.5
9.1,62.0,Medium,High,Yes,8.9,78.6,Medium,Yes,1,46.0
21.8,89.8,High,Medium,Yes,8.1,62.3,High,Yes,2,64.4
20.5,80.2,Medium,Low,Yes,7.0,92.1,Medium,Yes,1,61.3
15.6,85.9,High,Medium,Yes,7.5,57.2,Low,Yes,2,48.9
24.5,80.1,High,Medium,Yes,6.2,71.7,High,No,3,67.5
26.1,79.7,Medium,Low,No,6.5,62.7,Medium,Yes,0,54.0
10.9,66.9,Medium,Medium,Yes,6.9,84.5,High,Yes,0,53.0
15.9,71.1,High,High,No,7.9,77.4,High,Yes,1,60.9
15.9,66.4,High,Medium,Yes,5.6,89.5,Medium,Yes,3,60.9
14.9,67.8,High,Medium,Yes,7.3,72.9,Low,Yes,1,56.8
25.5,98.9,High,Medium,Yes,6.7,50.2,High,Yes,1,60.5
19.3,66.1,Medium,High,No,6.0,60.8,Medium,Yes,4,67.4
18.9,70.8,Low,High,No,6.7,100.0,Low,Yes,2,62.2
8.5,83.6,Medium,High,No,4.2,70.3,Medium,No,0,50.7
24.3,84.4,High,Medium,Yes,6.2,81.0,Medium,Yes,0,62.6
13.1,66.2,Medium,Low,No,5.8,95.2,Low,Yes,1,52.6
20.9,91.7,Low,Medium,Yes,6.8,51.0,Low,Yes,3,51.4
22.2,91.4,Medium,Medium,No,4.2,83.0,Low,No,1,61.4
28.7,69.5,High,High,Yes,7.4,64.4,Low,Yes,2,55.0
12.6,71.5,Medium,High,Yes,8.4,64.0,Low,Yes,1,55.1
2.4,97.5,Medium,Medium,Yes,7.0,61.2,Low,Yes,1,43.6
21.6,93.0,Medium,Medium,No,7.8,91.1,Low,Yes,2,71.7
31.3,87.9,Low,Medium,Yes,6.5,68.6,Low,Yes,2,67.8
27.9,63.3,High,Low,Yes,5.2,53.4,High,Yes,0,57.5
21.8,76.7,Medium,Medium,Yes,7.2,54.8,Medium,Yes,1,47.9
17.6,82.4,High,Medium,No,8.1,57.4,Medium,Yes,2,58.1
25.3,67.5,High,High,Yes,5.5,94.9,Medium,Yes,2,71.3
14.7,77.9,Medium,Medium,No,6.6,71.4,Low,Yes,1,59.6
23.4,84.0,Medium,High,No,6.9,95.8,High,Yes,2,79.3
23.5,73.1,Medium,Medium,No,10.0,90.9,Medium,Yes,2,63.5
26.9,91.2,Medium,Medium,No,7.5,91.9,Medium,Yes,2,79.2
37.1,93.6,Medium,Low,No,4.7,64.3,High,Yes,3,76.8
22.9,72.9,High,Low,Yes,4.4,63.6,Medium,Yes,0,46.6
17.4,93.5,Medium,Medium,Yes,8.1,78.0,Medium,Yes,0,63.3
20.3,64.1,High,Low,No,10.0,70.9,High,Yes,2,63.8
9.9,93.5,Low,Medium,Yes,6.8,75.5,High,Yes,1,61.3
16.3,66.1,Low,High,Yes,6.8,52.7,High,Yes,2,48.2
18.0,63.3,High,Medium,No,7.8,98.6,Low,Yes,0,63.9
